dataset_name,method,k,theta,MAX,SSE,Total_time,allSSEs
Syn_n_50000_d_2_seed_2,asc,20,50,10,827637.888358231,134.585407733917,"(829562.6947738976, 829454.3546117231, 829288.6495423694, 829208.3207252335, 829068.6274391734, 828956.7444448492, 828872.3297682891, 828761.3545670111, 828662.1439921602, 828571.5959153075, 828479.47732832, 828404.8825508696, 828288.5143155796, 828212.1401447065, 828105.8139646276, 828035.2646029547, 827918.8963676649, 827850.255391794, 827744.8974862813, 827637.8883582308)"
Syn_n_50000_d_2_seed_3,asc,20,50,10,822451.146469514,78.844108581543,"(824260.5187303787, 824191.5374086752, 824047.3949324419, 823935.7347681273, 823830.3780269183, 823730.1168445278, 823615.5351454038, 823527.7093697628, 823438.7529996588, 823329.0252710751, 823241.1994954342, 823176.8338224731, 823056.3212252951, 822967.867336777, 822900.805151999, 822797.5893993116, 822705.1894359913, 822652.2045979087, 822541.6837151842, 822451.1464695135)"
Syn_n_50000_d_2_seed_4,asc,20,50,10,828976.12489105,52.0264663696289,"(830826.2678053553, 830789.7441854959, 830533.759316792, 830480.5536460418, 830310.7750996249, 830245.0393876545, 830121.6963437919, 830029.8713314838, 829936.0790647907, 829854.050355708, 829765.1425720929, 829674.6116758013, 829595.4291115827, 829498.9925957882, 829426.8613776255, 829334.8208002368, 829236.7332023958, 829146.2023061042, 829074.4590212753, 828976.1248910497)"
Syn_n_50000_d_2_seed_5,asc,20,50,10,823702.963324888,67.3446373939514,"(825574.2785655768, 825480.0672797527, 825348.2251046016, 825270.6760565778, 825144.3183650571, 825075.7064345581, 824956.6657454333, 824868.2113445452, 824752.7590058888, 824640.5565853837, 824573.8070898677, 824436.6498458392, 824381.065304136, 824276.6270499348, 824201.2922799503, 824098.3293582712, 823997.3855404059, 823897.9790893786, 823837.3627445014, 823702.9633248877)"
Syn_n_50000_d_2_seed_6,asc,20,50,10,824005.716607551,72.3505616188049,"(825864.1754435081, 825788.1961943774, 825616.5346881888, 825511.8949629992, 825430.1365109717, 825286.0028985876, 825227.3272332579, 825109.213615188, 825024.243390987, 824902.6856444245, 824844.9403230876, 824726.6479160837, 824640.9261368241, 824542.8264799633, 824437.2532073592, 824360.0634073012, 824260.4752956908, 824174.6414730743, 824111.9710289878, 824005.7166075512)"
Syn_n_50000_d_2_seed_7,asc,20,50,10,825579.370188436,122.188296794891,"(827261.2201444132, 827185.0442106761, 827037.574863321, 826945.3935388544, 826847.6811432, 826777.8232247642, 826674.0509020085, 826604.4453375876, 826502.2717484841, 826431.5576571123, 826328.4623277123, 826262.3585786092, 826160.4591431518, 826086.3935193272, 825983.9667495087, 825916.2653474333, 825835.3473631963, 825739.7729537903, 825681.7969582543, 825579.3701884359)"
Syn_n_50000_d_2_seed_8,asc,20,50,10,821273.574633041,53.8246121406555,"(823068.4698093869, 823026.4136651858, 822868.6349023359, 822733.1250703137, 822636.8635329925, 822571.4694425807, 822487.0084845979, 822421.8892125103, 822332.7059097029, 822223.1687034303, 822087.2527463709, 821991.1412354023, 821925.7471449905, 821831.4171846049, 821749.1916407527, 821681.9944164378, 821571.3058103202, 821433.1524075618, 821338.9687234531, 821273.5746330413)"
Syn_n_50000_d_2_seed_9,asc,20,50,10,825671.975583535,144.152687549591,"(827483.28194564, 827403.4733201341, 827271.9335505606, 827193.8248725396, 827101.5690554702, 826996.3600972416, 826899.8480110663, 826798.5269761751, 826718.474128496, 826619.129898326, 826522.1740257433, 826423.3149139415, 826324.7033176576, 826240.4710048537, 826131.4713267067, 826052.9090725544, 825950.1932880754, 825857.2586005346, 825756.9612971246, 825671.9755835354)"
Syn_n_50000_d_2_seed_0,asc,20,50,20,822492.066586811,40.5877902507782,"(824313.2107042216, 824257.0284363973, 824114.7761229123, 824030.7285663146, 823905.217022593, 823821.7913412433, 823716.1377456551, 823627.9587439251, 823516.0395805679, 823431.9395659261, 823323.6307533373, 823241.4207784378, 823135.4759593654, 823054.7044457339, 822940.0710120639, 822859.9533476171, 822750.3764551458, 822669.8287988113, 822570.3820150365, 822492.0665868111)"
Syn_n_50000_d_2_seed_1,asc,20,50,20,823044.432064279,108.605025291443,"(824875.801116029, 824795.3291341065, 824626.3577451807, 824550.2412887146, 824427.2148058439, 824355.0470769325, 824226.0223336138, 824165.1859204147, 824043.8539325953, 823972.4483905743, 823856.8550021912, 823796.0185889921, 823668.4550390289, 823607.6186258298, 823489.8416583776, 823429.0052451785, 823300.0999204252, 823239.2635072261, 823105.2684774784, 823044.4320642793)"
Syn_n_50000_d_2_seed_2,asc,20,50,20,827648.852572478,137.937654018402,"(829562.6947738976, 829454.3546117231, 829288.6495423694, 829208.3207252335, 829068.6274391733, 828956.7444448492, 828872.3297682891, 828761.2131954835, 828662.1439921602, 828571.5959153075, 828479.47732832, 828384.9980090768, 828288.5143155796, 828199.3033428928, 828111.5442929518, 828007.5063061456, 827918.8963676651, 827822.8725770722, 827740.3204596005, 827648.8525724779)"
Syn_n_50000_d_2_seed_3,asc,20,50,20,822469.162933013,76.9119057655334,"(824260.5187303787, 824191.5374086752, 824047.3949324419, 823935.7347681273, 823830.3780269183, 823730.1168445278, 823615.5351454038, 823527.7093697628, 823438.7529996588, 823329.0252710751, 823241.1994954342, 823176.8338224731, 823051.5813183133, 822963.7555426724, 822904.0231151761, 822791.857973775, 822701.0776418868, 822647.580412132, 822549.7340918886, 822469.1629330133)"
Syn_n_50000_d_2_seed_4,asc,20,50,20,828987.243379385,56.0048220157623,"(830826.2678053553, 830789.7441854959, 830533.759316792, 830480.5536460418, 830310.7750996249, 830245.0393876545, 830121.6963437919, 830029.8713314838, 829936.0790647907, 829854.050355708, 829765.1425720929, 829676.5225677157, 829595.4291115827, 829506.5213279653, 829417.9013235881, 829334.4846278897, 829245.8646235125, 829161.6280291394, 829075.8633837622, 828987.243379385)"
Syn_n_50000_d_2_seed_5,asc,20,50,20,823755.029615419,69.0279314517975,"(825574.2785655768, 825480.0672797527, 825348.2251046016, 825270.6760565778, 825144.3183650571, 825075.7064345581, 824956.6657454333, 824868.2113445452, 824752.7590058888, 824687.3742182539, 824557.9133045035, 824491.7909038508, 824354.0065649591, 824298.4220232558, 824179.774746384, 824133.1681735386, 823975.8680068395, 823920.2834651363, 823815.6071037663, 823755.0296154189)"
Syn_n_50000_d_2_seed_6,asc,20,50,20,823962.759791437,90.6975121498108,"(825864.1754435081, 825788.1961943774, 825616.5346881888, 825511.8949629992, 825430.1365109717, 825286.0028985876, 825222.5002542746, 825109.213615188, 824996.6081898632, 824888.1261181186, 824819.8189064634, 824702.2200267031, 824598.7314093942, 824520.6197307166, 824432.6784729259, 824323.5505548447, 824246.3607547868, 824152.5550168195, 824039.9495914946, 823962.7597914366)"
Syn_n_50000_d_2_seed_7,asc,20,50,20,825571.258843091,103.429743528366,"(827261.2201444132, 827185.0442106761, 827037.574863321, 826945.3935388544, 826847.6811432, 826777.8232247642, 826674.0509020085, 826583.0520539677, 826502.2717484841, 826407.5077135533, 826312.0299591505, 826237.1444145954, 826137.638106239, 826056.3726144684, 825981.5237421892, 825881.9807615564, 825818.9137919409, 825747.628039267, 825644.5219390295, 825571.2588430914)"
Syn_n_50000_d_2_seed_8,asc,20,50,20,821335.696283638,52.5678150653839,"(823068.4698093869, 823026.4136651858, 822868.6349023359, 822732.2074734378, 822636.8635329925, 822571.4694425807, 822478.9925640881, 822398.7896421049, 822326.6302918929, 822236.841931778, 822141.2263611802, 822002.5350678402, 821908.9877369923, 821843.5936465805, 821749.2636861947, 821667.0381423425, 821598.7544958927, 821517.7537012952, 821445.9833813987, 821335.6962836385)"
Syn_n_50000_d_2_seed_9,asc,20,50,20,825671.967938892,143.4133644104,"(827483.28194564, 827403.4733201341, 827271.9335505606, 827193.8248725396, 827098.4610699783, 826996.3600972416, 826899.8480110663, 826798.5269761751, 826722.1473710698, 826619.129898326, 826523.8042591537, 826423.3149139415, 826325.3535159254, 826250.282436331, 826143.3181320522, 826046.4779684744, 825950.8434863432, 825863.7825974801, 825778.2800152891, 825671.9679388921)"
Syn_n_50000_d_2_seed_0,asc,20,50,50,822489.071645961,46.6585040092468,"(824313.2107042216, 824257.0284363973, 824114.7761229123, 824030.7285663149, 823905.2170225932, 823821.7913412437, 823721.3383169151, 823627.9587439253, 823513.3253102549, 823433.2076458074, 823323.6307533375, 823243.0830970028, 823138.785742558, 823055.2208224706, 822940.0710120637, 822859.953347616, 822760.0765719544, 822681.4454494475, 822569.1893104084, 822489.0716459606)"
Syn_n_50000_d_2_seed_1,asc,20,50,50,823024.422298931,101.379105567932,"(824875.801116029, 824795.3291341065, 824626.3577451807, 824550.2412887146, 824427.2148058439, 824355.0470769325, 824229.1160216263, 824144.2224643988, 824043.8539325955, 823972.4483905743, 823884.0951969845, 823767.8253003248, 823667.6120450367, 823604.5041566838, 823489.8416583776, 823397.6282717049, 823297.2597399015, 823235.6153548749, 823129.2726532198, 823024.4222989308)"
Syn_n_50000_d_2_seed_2,asc,20,50,50,827630.059739475,136.39746594429,"(829562.6947738976, 829454.3546117231, 829288.6495423694, 829208.3207252335, 829068.6274391734, 828956.7444448492, 828872.3297682891, 828761.2131954833, 828662.1439921602, 828571.5959153075, 828479.0017669231, 828384.9980090768, 828288.51431558, 828197.9937574887, 828115.5443533813, 828011.3592568247, 827933.5953180324, 827809.3387801028, 827738.8683149638, 827630.0597394747)"
Syn_n_50000_d_2_seed_3,asc,20,50,50,822477.561070745,76.2243378162384,"(824260.5187303787, 824191.5374086752, 824047.3949324419, 823935.7347681273, 823841.7770088408, 823730.1168445278, 823628.6418509213, 823541.0591614979, 823454.9300895612, 823345.13162522, 823257.5489357966, 823186.3873698029, 823075.3929289796, 822987.8102395561, 822917.9218695398, 822815.6695844412, 822725.1323387705, 822666.1373784258, 822568.0983164157, 822477.561070745)"
Syn_n_50000_d_2_seed_4,asc,20,50,50,828999.806069787,57.4276521205902,"(830826.2678053553, 830789.7441854959, 830533.759316792, 830480.5536460418, 830310.7750996249, 830245.0393876545, 830121.6963437919, 830029.8713314838, 829936.0790647907, 829854.050355708, 829763.5194594169, 829674.6116758018, 829593.4420443623, 829504.5342607473, 829415.9904316748, 829334.7485613705, 829245.9130166202, 829164.671146316, 829082.238651476, 828999.8060697864)"
Syn_n_50000_d_2_seed_5,asc,20,50,50,823759.079214705,67.6538310050964,"(825574.2785655768, 825480.0672797527, 825348.2251046016, 825270.6760565778, 825144.3183650571, 825075.7064345581, 824971.3917926557, 824867.8679141761, 824766.4595298164, 824640.5565853841, 824605.0746230889, 824436.6498458396, 824381.0653041364, 824276.6270499352, 824183.8243456706, 824114.195210367, 823979.9176061262, 823924.333064423, 823819.8948102217, 823759.0792147055)"
Syn_n_50000_d_2_seed_6,asc,20,50,50,823930.765567778,87.6159117221832,"(825864.1754435081, 825788.1961943774, 825616.5346881888, 825511.8949629992, 825413.8215394776, 825286.0028985876, 825222.5002542746, 825122.0988160429, 824996.6081898632, 824888.1261181174, 824819.8302781949, 824721.427335314, 824623.1597719415, 824495.3411310517, 824436.6654657205, 824329.8783029267, 824205.9464223273, 824128.7566222693, 824035.3414890326, 823930.7655677778)"
Syn_n_50000_d_2_seed_7,asc,20,50,50,825551.771446123,83.7155656814575,"(827261.2201444132, 827185.0442106761, 827037.574863321, 826945.3935388544, 826847.6811432, 826769.3052138046, 826657.866601866, 826583.0520539677, 826483.474748954, 826399.2277519505, 826312.0299591505, 826224.835899039, 826151.5758610738, 826056.3726144684, 825981.5237421892, 825881.980761557, 825818.9137919409, 825719.3708113087, 825646.5689645683, 825551.7714461231)"
Syn_n_50000_d_2_seed_8,asc,20,50,50,821324.870997553,55.6160230636597,"(823068.4698093869, 823026.4136651858, 822868.6349023359, 822732.2074734378, 822636.8635329925, 822571.4694425807, 822481.3975444519, 822398.7896421046, 822326.470001321, 822229.4964429188, 822147.554100669, 822030.4539122039, 821893.6765743811, 821798.4035362513, 821733.0094458393, 821642.9375477105, 821560.3296453634, 821488.549117717, 821407.0965414055, 821324.8709975533)"
Syn_n_50000_d_2_seed_9,asc,20,50,50,825683.158449908,135.004203557968,"(827483.28194564, 827403.4733201341, 827271.9335505606, 827193.8248725396, 827098.4610699783, 826996.3600972416, 826899.8480110664, 826798.5269761751, 826723.4558965808, 826619.129898326, 826530.3290229901, 826424.0169465931, 826352.2651406438, 826254.8078146285, 826152.3709947286, 826052.8261906556, 825979.3493371463, 825870.822152609, 825772.627976593, 825683.158449908)"
